age,edu,edunumber,gender,gov,marriage,relation,skin,workhour,occupation,income
39,2,10,2,1,1,2,5,50,0,1
35,4,0,1,1,1,3,1,40,7,0
26,1,13,2,1,3,2,1,40,0,1
51,2,10,1,1,1,3,1,40,0,1
31,12,14,1,1,1,3,2,6,6,0
39,4,0,1,1,1,3,1,40,8,1
26,3,7,1,1,3,5,1,30,3,0
25,1,13,1,1,1,3,1,35,1,0
61,2,10,1,4,1,3,1,40,0,1
49,4,0,2,1,2,2,1,40,4,0
53,1,13,2,1,3,4,1,45,6,0
52,17,1,1,1,1,3,1,40,8,0
52,4,0,1,1,1,3,1,55,0,0
74,1,13,2,0,5,4,4,35,0,0
50,4,0,1,1,2,4,5,40,0,0
29,1,13,2,1,3,4,1,35,4,1
76,10,4,1,1,5,4,1,30,0,0
19,4,0,2,1,3,2,1,15,0,0
25,4,0,1,1,1,3,1,40,0,0
45,4,0,2,1,2,6,1,40,0,0
34,7,12,2,1,2,2,1,35,0,0
20,2,10,2,1,3,2,1,16,3,0
66,12,14,1,0,5,4,1,6,0,0
63,1,13,2,0,1,1,5,45,0,0
27,2,10,1,1,1,3,1,40,1,0
41,2,10,1,1,1,3,1,40,0,0
43,4,0,1,1,1,3,1,60,3,0
23,4,0,2,1,3,2,1,40,0,0
37,2,10,2,4,2,6,5,40,0,0
31,1,13,1,1,1,3,1,40,5,0
33,2,10,1,6,1,3,1,4,2,0
28,7,12,1,1,3,2,1,20,4,0
70,4,0,2,0,5,4,1,20,0,0
35,2,10,2,1,2,6,1,40,0,0
41,7,12,1,1,1,3,1,75,1,1
17,3,7,2,1,3,5,1,12,3,0
41,1,13,2,5,1,1,5,40,6,1
44,8,11,1,1,2,4,1,45,4,0
47,10,4,1,1,1,3,1,40,2,0
24,4,0,1,1,3,2,5,40,7,0
38,8,11,2,2,2,6,1,40,3,0
34,2,10,1,1,1,3,5,52,5,0
62,4,0,2,5,2,4,5,35,3,0
27,4,0,1,5,1,3,1,38,0,0
59,2,10,2,1,1,1,1,40,0,1
35,12,14,1,1,1,3,1,40,5,0
38,4,0,2,1,4,6,5,32,3,0
28,2,10,2,1,3,2,1,50,3,0
28,4,0,2,1,3,5,1,38,0,0
59,0,5,1,6,1,3,1,40,0,0
42,2,10,2,1,4,2,1,40,0,0
54,12,14,2,5,3,4,1,32,6,1
39,4,0,1,1,1,3,1,45,6,0
41,1,13,1,1,1,3,1,40,0,0
43,1,13,2,1,2,6,1,40,0,0
32,1,13,1,3,1,3,2,50,3,1
62,2,10,2,1,4,6,1,33,4,0
58,4,0,2,1,2,4,1,40,0,0
43,4,0,1,1,2,4,1,40,2,0
67,2,10,1,0,1,3,1,40,0,0
31,4,0,2,1,2,6,1,40,8,0
51,12,14,2,5,1,1,1,70,6,1
54,1,13,2,1,3,2,5,36,3,0
20,2,10,1,1,3,4,1,70,8,0
35,2,10,1,1,1,3,1,40,4,1
22,4,0,2,1,3,2,1,36,3,0
38,1,13,1,1,2,4,1,60,5,0
42,4,0,1,1,1,3,1,40,5,0
44,12,14,1,6,1,3,1,40,0,1
28,4,0,1,2,1,3,1,70,0,1
74,2,10,1,3,1,3,1,35,5,1
34,4,0,2,1,1,1,5,40,5,0
50,4,0,1,6,1,3,1,52,6,0
50,8,11,2,1,5,6,1,40,5,0
43,4,0,1,1,1,3,1,40,7,0
29,4,0,1,2,1,3,1,40,2,0
30,4,0,2,0,4,6,5,25,0,0
61,4,0,1,1,1,3,1,50,5,1
21,2,10,2,1,3,2,2,40,0,0
27,1,13,1,1,3,4,1,30,3,0
47,15,16,1,1,1,3,1,40,6,1
39,7,12,2,1,2,6,1,40,6,0
33,4,0,1,1,1,3,1,40,2,0
22,4,0,2,1,3,5,5,37,4,0
38,2,10,2,1,2,6,5,40,0,0
45,2,10,1,1,1,3,1,40,2,0
42,4,0,1,1,1,3,1,45,8,1
35,2,10,1,1,3,4,1,45,2,0
21,4,0,2,1,3,4,1,40,0,0
49,8,11,2,6,2,4,5,44,0,0
50,1,13,2,1,4,2,4,40,6,0
36,15,16,2,6,1,1,1,36,6,1
20,4,0,1,1,3,2,1,20,0,0
49,4,0,2,1,4,6,5,40,6,0
40,1,13,1,6,1,3,1,60,6,1
22,2,10,2,1,2,6,1,40,0,0
60,4,0,2,0,2,4,1,40,0,0
67,3,7,2,1,5,6,1,20,0,0
21,2,10,2,1,3,4,4,40,0,0
60,4,0,1,2,1,3,3,50,0,0
17,3,7,2,1,3,2,1,12,3,0
43,12,14,2,1,1,1,1,32,5,1
49,1,13,1,6,1,3,1,45,5,1
41,1,13,2,1,4,4,5,60,6,1
38,2,10,1,1,2,6,1,40,2,0
38,4,0,1,1,1,3,1,40,2,0
35,7,12,1,1,1,3,1,99,5,1
40,2,10,1,1,3,4,1,40,4,0
23,2,10,2,0,4,4,1,40,0,0
19,2,10,2,0,3,2,1,40,0,0
40,4,0,1,1,1,3,1,60,0,1
46,4,0,2,6,2,6,1,40,0,0
25,2,10,2,1,6,6,1,22,0,0
36,4,0,1,1,1,3,5,40,8,1
24,7,12,1,1,3,4,1,48,7,0
62,4,0,1,1,1,3,1,48,8,0
54,17,1,1,1,1,3,2,40,2,0
23,1,13,2,1,1,5,1,40,0,0
60,4,0,2,1,1,1,1,40,0,0
18,4,0,2,3,3,2,1,8,0,0
41,2,10,2,5,1,1,5,40,0,0
45,12,14,2,5,3,4,1,40,6,0
62,8,11,2,6,5,6,5,40,5,0
28,1,13,2,1,6,6,5,40,1,0
36,2,10,1,3,1,3,1,60,5,1
31,4,0,1,1,3,5,1,40,4,0
44,4,0,1,1,1,3,5,40,7,0
33,4,0,1,2,4,6,1,50,2,0
62,5,15,1,2,1,3,1,16,6,0
27,10,4,2,1,1,1,1,40,3,0
42,8,11,2,4,2,6,5,40,0,1
55,0,5,1,1,3,5,5,37,7,0
41,4,0,2,1,3,4,1,50,4,0
26,2,10,1,1,1,3,1,50,5,0
45,2,10,2,1,1,1,1,40,0,1
67,4,0,1,2,5,4,1,65,0,0
25,8,11,1,1,1,3,1,45,2,0
30,4,0,1,3,1,3,1,48,2,1
22,1,13,1,1,3,6,1,40,5,0
19,2,10,1,1,3,2,1,20,3,0
26,1,13,2,1,3,4,1,45,5,0
61,4,0,1,1,1,3,1,50,2,0
32,5,15,2,1,3,4,1,50,4,1
43,4,0,2,1,2,4,1,40,0,0
53,4,0,2,1,2,4,1,20,0,0
53,2,10,1,4,2,4,1,45,0,0
42,11,8,1,3,2,4,1,10,2,0
36,4,0,2,1,1,1,1,40,0,1
55,1,13,1,2,1,3,1,99,5,0
35,1,13,1,4,1,3,1,40,6,1
17,3,7,2,1,3,2,1,16,4,0
55,5,15,2,2,2,4,1,35,6,0
36,4,0,1,1,1,3,1,40,5,0
40,12,14,2,5,1,1,1,40,6,1
54,14,6,2,2,2,4,5,10,3,0
45,1,13,1,2,2,4,1,45,6,0
48,2,10,1,1,1,3,1,40,1,1
40,5,15,1,5,3,4,1,60,5,1
31,1,13,1,1,1,3,1,50,6,0
26,1,13,1,1,3,2,2,40,0,0
34,2,10,2,1,1,1,1,40,5,1
19,4,0,2,1,3,2,4,25,0,0
31,7,12,1,4,1,3,1,40,2,0
34,4,0,2,1,3,4,1,30,6,0
55,12,14,1,5,1,3,1,55,5,1
38,2,10,1,1,1,3,1,40,2,0
21,4,0,1,1,3,5,1,20,7,0
27,10,4,1,1,1,3,1,40,2,0
35,4,0,1,1,4,4,5,40,3,0
20,2,10,2,1,3,2,4,20,0,0
24,8,11,2,2,3,6,1,38,3,0
27,12,14,1,1,3,4,1,40,1,0
18,3,7,1,4,3,2,1,4,8,0
28,2,10,2,5,6,6,1,40,0,0
36,4,0,2,1,2,4,1,40,0,0
66,2,10,1,1,1,3,1,20,0,0
19,2,10,2,1,3,2,1,15,3,0
59,14,6,2,2,1,1,1,36,5,0
33,4,0,1,1,1,3,1,46,0,0
28,10,4,1,1,4,4,1,40,7,0
34,1,13,1,1,3,4,1,40,3,0
41,2,10,2,1,2,4,1,55,0,0
30,3,7,1,1,1,3,1,45,2,0
59,4,0,1,1,1,3,1,40,2,0
42,1,13,1,1,1,3,1,60,4,0
47,4,0,2,1,4,5,5,38,6,1
29,14,6,2,1,6,6,1,40,0,0
60,2,10,1,1,6,4,1,50,8,1
53,4,0,1,5,1,3,1,35,2,0
41,10,4,1,1,1,3,1,60,5,0
32,2,10,2,1,2,6,1,30,4,0
73,4,0,2,0,5,4,1,22,0,1
20,4,0,2,1,3,4,1,30,4,0
49,12,14,1,1,1,3,1,40,4,1
36,1,13,1,5,3,6,1,40,6,0
33,2,10,2,6,2,6,1,45,0,0
25,2,10,2,1,3,4,2,34,3,0
34,4,0,1,0,1,3,5,10,0,0
19,2,10,2,0,3,2,2,40,0,0
40,7,12,1,5,1,3,1,40,0,0
48,4,0,1,1,1,3,1,44,0,0
51,2,10,1,1,1,3,1,50,7,0
22,7,12,1,1,3,2,5,20,7,0
34,2,10,1,1,1,3,5,50,6,0
22,14,6,2,1,1,1,1,40,4,0
34,4,0,1,3,1,3,1,40,5,0
56,4,0,1,1,2,4,1,40,3,0
49,4,0,1,1,1,3,1,40,8,0
36,1,13,2,1,3,4,1,40,3,0
18,2,10,2,1,3,2,1,20,4,0
26,4,0,1,2,3,2,1,50,2,0
48,4,0,1,1,1,3,1,50,5,0
35,4,0,1,2,1,3,1,40,5,0
29,4,0,1,1,3,2,1,40,7,0
47,4,0,1,1,1,3,1,40,2,1
21,8,11,2,1,1,1,1,12,0,0
28,2,10,2,1,3,4,1,50,4,0
53,2,10,1,1,1,3,1,40,0,1
65,4,0,2,4,2,4,1,40,0,0
26,2,10,2,1,6,6,1,40,0,0
50,1,13,1,1,1,3,1,50,5,1
26,4,0,1,1,1,3,1,50,2,0
70,4,0,1,1,1,3,1,20,6,0
55,2,10,1,1,2,2,1,40,8,0
27,1,13,1,4,3,5,1,35,0,0
31,2,10,1,1,1,3,1,40,5,1
43,1,13,1,1,1,3,1,55,4,1
24,3,7,1,1,1,3,1,40,2,0
22,10,4,2,1,3,6,1,40,3,0
26,4,0,2,1,3,6,5,40,2,0
23,14,6,2,1,3,4,1,40,2,0
41,4,0,1,2,1,3,1,60,0,0
52,12,14,1,1,1,3,1,40,4,0
41,4,0,2,2,1,1,1,40,0,0
59,14,6,1,2,1,3,1,40,0,0
56,2,10,2,2,1,1,1,50,5,1
58,4,0,1,1,2,4,1,48,2,1
65,1,13,1,1,1,3,1,40,5,1
24,1,13,1,5,3,4,2,40,6,0
51,7,12,1,1,1,3,1,45,4,1
31,2,10,1,1,1,3,1,45,7,0
84,4,0,2,1,5,4,1,16,6,0
51,2,10,1,1,1,3,1,40,2,0
24,1,13,1,5,3,4,1,50,6,0
30,4,0,1,1,1,3,1,45,8,0
22,14,6,1,1,3,4,1,40,3,0
30,12,14,1,1,3,4,1,40,6,0
47,2,10,2,1,2,6,1,40,5,0
19,4,0,2,1,3,2,1,35,4,0
43,2,10,2,2,2,6,1,36,0,0
30,1,13,2,1,3,4,1,50,5,0
46,12,14,2,1,2,4,1,45,5,0
49,1,13,1,5,1,3,1,60,6,0
37,16,3,2,1,3,6,1,40,8,0
42,12,14,1,1,3,4,1,40,5,0
57,2,10,1,1,1,3,1,50,4,0
46,7,12,2,1,3,4,1,40,0,0
23,2,10,2,1,3,2,1,20,3,0
26,1,13,1,1,1,3,1,58,2,1
64,12,14,2,1,3,5,1,8,6,0
20,4,0,2,1,3,6,1,40,0,0
31,4,0,1,1,2,4,1,40,0,0
38,1,13,1,1,1,3,1,40,1,1
44,2,10,1,1,2,4,1,40,8,0
42,8,11,1,2,1,3,2,40,2,0
23,1,13,1,1,3,6,1,40,5,0
31,12,14,1,5,1,3,1,90,6,1
35,3,7,1,2,1,3,1,36,2,0
30,2,10,1,2,2,4,1,35,2,0
35,4,0,1,1,2,2,1,20,2,0
40,4,0,2,1,6,2,1,38,0,0
18,3,7,2,1,3,2,1,20,3,0
23,14,6,1,1,3,2,2,30,0,0
63,4,0,1,1,1,3,5,40,0,0
20,4,0,1,6,3,2,1,40,0,0
50,12,14,1,5,1,3,1,60,5,1
49,12,14,1,1,1,3,1,45,4,0
53,14,6,1,2,1,3,1,40,0,0
34,4,0,2,1,4,2,1,40,0,0
54,4,0,1,1,2,4,1,56,0,1
40,2,10,1,1,1,3,1,40,0,1
22,1,13,2,1,3,4,1,40,4,0
28,14,6,1,1,3,5,1,35,0,0
24,4,0,1,1,3,2,1,40,2,0
37,13,2,2,1,3,6,1,48,3,0
62,4,0,2,1,1,1,1,16,4,0
19,2,10,1,0,3,4,1,40,0,0
51,8,11,2,1,5,6,2,40,6,0
65,2,10,2,1,5,4,1,40,0,0
31,4,0,2,1,3,2,1,8,0,0
42,2,10,1,3,2,6,1,90,5,1
42,4,0,2,1,1,1,5,35,3,0
54,7,12,1,1,1,3,1,40,2,0
23,1,13,2,1,3,2,1,60,5,0
28,4,0,2,1,3,4,1,46,3,0
42,3,7,1,1,2,4,1,40,2,0
30,4,0,1,1,3,4,5,40,5,0
33,4,0,1,4,1,3,1,40,2,0
33,4,0,2,1,2,4,1,40,1,0
39,4,0,1,1,2,6,1,40,8,0
27,3,7,1,1,1,3,1,40,7,0
20,3,7,1,0,3,2,5,40,0,0
62,16,3,1,1,1,3,2,40,0,0
17,14,6,1,1,3,5,1,30,4,0
58,2,10,2,1,2,4,5,55,0,1
69,12,14,1,3,1,3,1,40,5,1
34,1,13,1,1,1,3,1,42,6,1
34,1,13,1,1,4,4,1,50,4,1
20,4,0,1,1,3,2,1,35,7,0
64,2,10,2,4,1,1,1,40,0,1
27,2,10,1,1,1,3,1,55,2,0
41,4,0,2,1,1,1,1,40,0,1
40,10,4,1,1,1,3,1,40,2,0
53,12,14,1,5,1,3,1,38,0,1
44,15,16,1,1,3,4,1,45,6,0
37,16,3,2,1,3,5,1,40,0,0
46,1,13,1,1,1,3,1,60,1,1
17,0,5,1,1,3,2,1,20,8,0
35,4,0,1,1,2,4,1,40,2,0
36,7,12,2,5,4,6,1,40,0,0
49,4,0,1,6,1,3,1,40,7,1
48,5,15,2,1,2,6,1,25,6,0
26,1,13,1,1,3,5,1,40,4,0
26,7,12,2,1,3,4,1,8,0,0
35,4,0,1,6,1,3,1,40,2,0
29,0,5,1,1,3,4,1,40,8,0
54,2,10,1,1,1,3,1,50,4,1
36,2,10,1,5,4,2,5,40,0,0
25,1,13,1,1,1,3,1,40,6,0
18,14,6,1,5,3,2,1,25,3,0
21,2,10,2,1,3,2,5,20,4,0
22,4,0,1,1,1,2,5,40,3,0
52,4,0,1,1,1,3,1,45,2,1
36,2,10,2,2,1,1,1,40,3,0
25,1,13,2,1,3,2,1,60,5,0
49,15,16,1,2,3,4,1,70,6,1
42,2,10,1,1,1,3,1,50,4,1
37,8,11,1,1,1,3,1,54,4,0
39,7,12,1,1,3,2,1,40,2,0
32,1,13,1,1,3,4,1,40,6,0
53,4,0,1,1,1,3,1,40,5,0
30,3,7,1,1,1,3,1,40,2,0
51,2,10,2,1,1,1,1,40,1,1
62,8,11,2,5,2,4,5,40,0,0
38,16,3,1,1,1,3,1,40,8,0
23,1,13,1,1,3,4,1,40,1,0
39,4,0,1,1,1,3,1,40,8,0
37,2,10,1,4,3,2,1,40,0,0
27,7,12,2,0,1,1,1,40,0,0
41,2,10,1,1,1,3,1,40,8,0
47,1,13,1,2,1,3,1,40,4,1
25,2,10,2,1,1,1,5,40,5,1
35,7,12,2,1,2,6,1,50,3,0
47,4,0,1,1,1,3,1,45,2,1
30,4,0,1,1,3,4,1,40,3,0
29,8,11,1,1,1,3,1,40,1,0
36,8,11,2,1,1,1,1,50,5,1
42,1,13,1,1,6,4,1,60,0,0
51,4,0,1,1,1,3,5,40,0,0
34,4,0,1,1,2,2,1,40,0,0
44,4,0,1,3,2,4,1,60,2,0
27,1,13,1,1,3,4,1,41,8,0
39,4,0,1,1,4,4,5,40,7,0
46,4,0,1,1,2,4,1,40,2,0
32,4,0,1,2,2,2,1,62,4,0
31,1,13,2,1,3,4,5,50,4,0
23,3,7,1,1,3,6,1,35,2,0
47,12,14,1,1,1,3,1,55,5,1
66,1,13,1,1,1,3,1,99,6,0
26,4,0,1,1,3,2,1,40,8,0
52,4,0,1,1,1,3,1,40,7,1
53,3,7,2,3,5,4,1,30,5,0
48,1,13,1,2,1,3,2,40,5,0
37,7,12,1,3,4,6,1,50,5,0
17,3,7,2,1,3,2,1,5,3,0
50,8,11,1,1,1,3,1,40,2,1
28,4,0,2,0,3,5,1,40,0,0
17,3,7,2,4,3,4,5,40,0,0
39,2,10,1,1,2,6,5,40,2,0
28,1,13,2,4,3,4,5,40,1,0
38,7,12,1,1,2,4,1,40,2,0
53,4,0,1,1,1,3,1,40,0,1
28,1,13,1,5,2,4,1,40,6,0
42,2,10,1,1,1,3,1,32,6,1
40,0,5,1,1,3,4,1,45,0,0
20,2,10,1,1,3,2,1,40,8,0
32,1,13,1,6,1,3,1,40,0,1
23,1,13,1,6,3,2,1,40,0,0
25,1,13,1,1,3,2,2,40,4,0
41,4,0,1,1,1,3,2,40,2,0
42,1,13,1,1,1,3,1,40,6,1
18,11,8,1,1,3,2,1,14,4,0
29,1,13,1,5,1,3,1,60,6,1
36,4,0,1,1,1,3,1,50,4,0
34,14,6,1,1,1,3,1,40,2,0
34,4,0,1,1,2,6,1,44,2,0
48,5,15,1,6,1,3,1,50,6,1
36,5,15,1,3,1,3,1,80,6,1
67,4,0,1,4,5,6,1,40,3,0
53,4,0,1,1,1,3,1,40,2,1
53,1,13,1,2,1,3,1,40,5,1
45,15,16,1,1,2,4,1,45,6,1
22,14,6,2,1,4,6,1,35,3,0
25,1,13,1,1,1,3,1,43,5,0
61,2,10,2,1,2,4,1,40,3,0
31,2,10,2,5,3,4,5,40,0,0
47,4,0,1,3,1,3,1,38,6,0
31,13,2,1,1,1,3,1,45,6,0
17,0,5,2,1,3,5,4,32,4,0
38,2,10,1,3,1,3,1,50,4,1
23,4,0,1,1,1,3,5,40,7,0
42,2,10,2,1,5,4,3,40,5,0
78,16,3,1,1,1,3,2,36,0,0
54,8,11,1,1,1,3,1,40,5,1
26,1,13,2,5,3,2,2,50,0,0
30,4,0,1,1,1,3,1,35,6,1
46,1,13,1,1,1,3,1,40,2,1
26,1,13,2,1,3,4,5,45,6,0
30,4,0,2,1,3,2,1,35,4,0
66,15,16,1,5,1,3,5,35,6,1
23,4,0,1,1,3,2,5,40,2,0
25,2,10,1,1,3,2,1,40,1,0
32,1,13,1,3,1,3,1,40,4,0
25,4,0,1,5,1,3,1,38,2,0
51,3,7,1,1,1,3,1,40,8,0
24,1,13,1,6,3,4,1,40,6,0
22,2,10,2,1,3,2,1,40,1,0
28,4,0,2,1,3,4,1,40,5,0
29,3,7,2,5,2,6,5,20,3,0
26,1,13,1,1,3,2,1,40,3,0
41,1,13,1,4,3,4,1,40,5,1
19,2,10,2,1,3,2,1,35,4,0
39,4,0,1,1,1,3,2,26,4,0
51,5,15,1,1,1,3,1,50,6,1
29,4,0,2,0,4,6,5,20,0,0
27,16,3,1,1,1,3,1,40,0,0
33,1,13,1,1,1,3,5,40,6,1
19,4,0,2,1,3,2,1,8,4,0
67,4,0,1,0,1,3,5,20,0,0
41,1,13,1,1,1,3,1,45,6,1
29,12,14,1,4,1,3,1,40,6,1
28,4,0,1,1,1,3,5,40,0,0
25,2,10,1,1,3,2,1,40,5,0
21,4,0,1,4,3,2,1,36,0,0
24,2,10,1,5,3,4,1,50,1,1
48,3,7,2,1,2,4,1,31,3,0
46,5,15,1,3,1,3,1,60,6,1
35,2,10,1,1,1,3,1,50,4,0
35,1,13,1,4,1,3,1,40,5,1
50,14,6,1,1,1,3,1,40,2,0
22,4,0,2,1,3,2,1,40,4,0
45,2,10,1,1,1,3,1,40,5,0
62,1,13,2,5,1,1,1,40,6,0
39,12,14,1,5,1,3,1,45,6,1
33,4,0,1,5,2,6,1,40,2,0
22,2,10,2,1,3,4,1,30,7,0
50,4,0,1,1,1,3,1,48,2,1
25,3,7,2,1,2,6,1,40,5,0
44,2,10,2,1,2,6,1,40,3,0
26,4,0,1,1,1,3,1,40,0,1
31,12,14,2,6,2,6,1,50,5,1
56,4,0,2,1,1,1,1,15,4,0
49,10,4,1,2,1,3,1,40,4,0
49,11,8,1,1,1,3,1,40,2,1
46,4,0,2,1,5,6,1,43,0,0
33,2,10,1,1,3,4,5,40,2,0
25,1,13,2,1,3,4,1,30,6,0
40,7,12,2,1,2,4,1,40,5,1
72,10,4,1,0,2,4,1,30,0,0
32,12,14,1,6,3,4,1,10,6,0
44,1,13,1,1,1,3,1,55,0,0
48,4,0,2,1,2,4,1,30,0,0
17,14,6,2,1,3,2,1,12,4,0
50,8,11,2,1,1,1,1,36,6,1
61,2,10,2,1,1,1,1,34,0,1
22,4,0,1,5,3,2,5,40,7,0
17,3,7,1,1,3,2,1,17,7,0
49,5,15,1,3,1,3,1,60,6,1
26,4,0,1,1,1,3,1,50,3,0
19,2,10,1,6,3,2,1,10,6,0
17,11,8,2,1,3,2,1,16,3,0
38,4,0,1,1,1,3,1,40,3,0
34,8,11,1,5,2,2,2,40,0,0
51,4,0,1,1,1,3,1,50,2,1
48,4,0,1,1,1,3,1,42,2,1
63,12,14,1,1,1,3,1,50,6,1
19,4,0,2,1,3,2,1,40,8,0
73,2,10,2,1,1,1,1,36,0,1
51,4,0,2,1,2,4,1,43,6,0
38,12,14,1,1,1,3,5,40,3,0
54,2,10,1,1,1,3,1,40,6,1
41,4,0,1,1,1,3,1,40,2,1
65,1,13,1,0,1,3,1,40,0,1
36,1,13,1,2,1,3,1,50,5,1
42,10,4,1,1,1,3,4,40,2,0
38,2,10,1,1,1,3,1,40,2,1
20,2,10,1,0,3,2,1,40,0,0
37,1,13,1,6,1,3,1,50,5,1
35,4,0,1,6,1,3,1,40,2,1
51,2,10,1,2,1,3,1,40,2,0
23,8,11,2,1,3,4,1,40,0,0
27,1,13,2,6,3,2,5,40,6,0
19,2,10,1,0,3,2,1,16,0,0
37,8,11,1,1,1,3,1,42,8,1
29,4,0,1,1,1,3,1,45,8,0
33,13,2,1,1,1,4,1,32,2,0
60,4,0,1,1,2,4,1,40,8,0
22,1,13,1,1,3,2,1,20,0,0
22,2,10,1,0,3,2,5,20,0,0
60,8,11,2,6,5,4,5,37,3,0
35,3,7,1,1,4,6,1,20,3,0
45,8,11,2,1,2,4,1,40,0,0
30,4,0,1,1,1,3,2,40,8,1
43,2,10,1,3,1,3,1,70,5,1
32,12,14,2,6,3,4,1,38,0,0
35,4,0,1,1,1,3,1,42,2,0
32,8,11,2,1,2,6,5,40,3,0
61,8,11,1,1,1,3,2,40,2,1
40,12,14,2,6,2,6,1,40,5,0
20,14,6,2,0,3,4,1,30,0,0
42,1,13,1,3,1,3,1,60,4,1
21,2,10,2,1,3,6,1,35,4,0
21,2,10,2,1,3,2,1,20,4,0
26,1,13,2,1,3,4,1,40,5,0
36,4,0,1,6,1,3,1,60,5,1
24,1,13,1,1,1,5,1,40,4,0
47,1,13,1,1,1,3,1,57,5,1
51,7,12,1,1,2,4,1,30,1,0
65,4,0,2,0,5,4,5,40,0,0
61,1,13,2,1,2,4,1,12,0,0
67,2,10,2,1,5,4,1,25,4,0
49,4,0,1,1,1,3,1,25,0,0
63,4,0,1,0,1,3,1,40,0,1
58,8,11,1,1,1,3,1,48,2,1
61,10,4,2,1,2,6,1,40,8,0
36,4,0,1,1,1,3,5,35,2,0
19,2,10,1,1,3,5,2,40,1,0
29,2,10,1,2,1,3,1,35,2,0
43,1,13,1,1,1,3,1,40,8,1
60,4,0,1,2,2,4,5,55,4,0
21,2,10,1,1,3,6,1,40,4,0
22,4,0,2,1,4,6,1,40,4,0
33,1,13,1,1,1,3,1,65,5,1
36,1,13,2,1,3,4,2,50,4,0
37,1,13,1,1,3,4,1,46,0,0
35,7,12,2,1,7,1,1,40,0,0
17,14,6,1,1,3,2,1,30,0,0
37,4,0,1,1,1,3,1,60,2,1
22,4,0,2,0,3,4,1,45,0,0
28,2,10,1,1,1,3,1,40,2,1
42,2,10,2,1,2,4,1,40,8,0
57,4,0,1,3,1,3,1,60,0,1
26,2,10,2,1,3,5,1,65,0,0
45,3,7,1,5,1,3,5,50,3,0
32,1,13,1,1,1,3,1,44,2,1
63,2,10,2,1,5,6,1,43,0,0
22,2,10,2,1,3,5,2,20,6,0
36,2,10,1,1,1,3,1,55,5,1
45,4,0,2,6,1,1,1,40,5,0
34,5,15,1,2,1,3,1,55,6,1
27,1,13,1,6,3,4,1,60,6,0
20,2,10,2,0,3,2,1,20,0,0
47,4,0,1,2,1,3,1,56,0,1
46,10,4,1,1,3,2,1,52,3,0
28,2,10,2,1,3,2,1,40,8,0
45,4,0,1,1,3,5,1,40,7,0
26,1,13,2,1,3,2,2,40,0,0
32,14,6,1,2,1,3,1,45,5,0
30,11,8,2,5,1,1,1,40,0,0
59,14,6,1,1,1,3,1,40,0,0
58,15,16,2,6,3,4,1,43,5,1
45,2,10,1,1,2,4,1,30,7,0
76,2,10,1,2,5,4,1,40,0,0
38,4,0,2,1,2,2,1,40,0,0
32,12,14,1,1,3,2,5,40,4,0
38,4,0,1,2,2,4,1,50,0,0
30,7,12,2,1,3,6,5,36,6,0
53,8,11,1,3,1,3,1,40,5,1
41,1,13,1,1,1,3,1,40,8,0
27,1,13,1,6,3,4,1,50,6,0
44,7,12,1,5,1,3,1,30,0,0
35,12,14,1,1,1,3,2,50,5,1
36,13,2,2,1,3,5,4,40,3,0
51,2,10,2,1,1,1,1,10,5,1
42,4,0,1,5,1,3,1,40,0,0
40,1,13,1,2,7,3,1,50,6,1
45,4,0,1,1,1,3,1,40,7,0
55,0,5,2,1,2,6,1,37,2,1
36,10,4,1,1,1,3,1,40,8,0
57,4,0,1,4,1,3,5,40,2,1
27,4,0,2,1,2,4,1,45,1,0
62,12,14,1,1,3,4,1,40,7,0
29,1,13,1,1,1,3,1,55,4,0
38,1,13,1,2,3,4,3,30,2,0
29,4,0,1,1,1,3,1,50,2,0
18,2,10,1,0,3,2,1,30,0,0
19,11,8,1,0,3,2,5,30,0,0
32,12,14,2,5,3,4,1,40,6,0
34,1,13,1,1,3,4,1,40,5,0
25,7,12,1,1,3,4,1,55,6,0
34,12,14,1,5,3,4,1,35,6,0
37,2,10,1,6,1,3,1,38,5,0
37,4,0,1,1,1,3,1,45,2,0
18,4,0,1,1,3,2,1,25,7,0
24,8,11,1,1,3,2,1,40,2,0
17,11,8,2,1,3,2,1,30,3,0
35,1,13,2,1,2,4,1,40,4,0
31,8,11,2,1,4,6,5,32,1,0
29,7,12,1,1,3,4,1,60,2,0
49,4,0,1,2,1,3,1,40,2,0
71,1,13,1,0,1,3,1,10,0,1
35,4,0,1,4,1,3,1,40,0,0
55,4,0,1,2,1,3,1,50,2,0
37,16,3,1,1,1,3,1,40,8,0
33,2,10,2,5,3,6,5,18,0,0
49,1,13,1,1,1,3,1,45,4,1
32,4,0,1,1,1,3,1,45,7,0
63,3,7,1,0,4,4,5,40,0,0
39,12,14,1,1,3,4,1,40,6,0
42,4,0,1,5,1,3,1,40,0,0
30,12,14,2,6,1,1,1,50,6,1
30,8,11,1,1,3,4,1,40,6,0
48,4,0,1,3,1,3,1,40,0,1
57,1,13,1,2,1,3,1,10,4,0
56,14,6,2,1,2,6,5,45,3,0
28,2,10,1,1,3,2,1,40,0,0
43,1,13,1,1,1,3,1,24,1,1
46,4,0,1,1,1,3,1,60,2,0
60,1,13,1,1,1,3,1,45,5,1
50,12,14,2,5,2,6,1,65,6,0
37,5,15,1,1,1,3,1,50,6,1
41,4,0,2,1,2,5,5,40,0,0
38,2,10,2,1,1,1,1,38,5,1
23,2,10,2,1,3,2,1,40,3,0
